binom,redlistCategory,orderName,familyName,ED,num.studies,page_views.x
Rhynchoedura sexapora,Least Concern,Squamata,Diplodactylidae,6,0,293
Riama anatoloros,Vulnerable,Squamata,Gymnophthalmidae,3,0,171
Riama balneator,Endangered,Squamata,Gymnophthalmidae,3,0,240
Riama cashcaensis,Endangered,Squamata,Gymnophthalmidae,3,0,219
Riama colomaromani,Endangered,Squamata,Gymnophthalmidae,3,0,176
Riama columbiana,Endangered,Squamata,Gymnophthalmidae,3,0,305
Riama inanis,Data Deficient,Squamata,Gymnophthalmidae,3,0,290
Riama labionis,Endangered,Squamata,Gymnophthalmidae,3,0,154
Riama meleagris,Near Threatened,Squamata,Gymnophthalmidae,3,0,179
Riama orcesi,Vulnerable,Squamata,Gymnophthalmidae,4,0,174
Riama raneyi,Vulnerable,Squamata,Gymnophthalmidae,3,0,157
Riama simotera,Endangered,Squamata,Gymnophthalmidae,3,0,167
Riama stigmatoral,Vulnerable,Squamata,Gymnophthalmidae,3,0,170
Riama striata,Least Concern,Squamata,Gymnophthalmidae,4,0,245
Riama unicolor,Vulnerable,Squamata,Gymnophthalmidae,4,0,170
Riama yumborum,Data Deficient,Squamata,Gymnophthalmidae,3,0,184
Rieppeleon brachyurus,Least Concern,Squamata,Chamaeleonidae,25,0,1452
Rieppeleon brevicaudatus,Least Concern,Squamata,Chamaeleonidae,18,0,20477
Rieppeleon kerstenii,Least Concern,Squamata,Chamaeleonidae,18,0,1912
Riolama inopinata,Not Assessed,Squamata,Gymnophthalmidae,6,0,118
Riolama leucosticta,Least Concern,Squamata,Gymnophthalmidae,12,0,199
Riolama luridiventris,Least Concern,Squamata,Gymnophthalmidae,11,0,141
Riolama uzzelli,Least Concern,Squamata,Gymnophthalmidae,11,0,151
Ristella beddomii,Least Concern,Squamata,Scincidae,11,0,1809
Ristella guentheri,Data Deficient,Squamata,Scincidae,9,0,1362
Ristella rurkii,Data Deficient,Squamata,Scincidae,8,0,1925
Ristella travancorica,Data Deficient,Squamata,Scincidae,9,0,2079
Rodriguesophis chui,Endangered,Squamata,Colubridae,3,0,0
Rodriguesophis iglesiasi,Least Concern,Squamata,Colubridae,4,0,0
Rodriguesophis scriptorcibatus,Endangered,Squamata,Colubridae,3,0,0
Rondonops biscutatus,Not Assessed,Squamata,Gymnophthalmidae,3,0,143
Rondonops xanthomystax,Not Assessed,Squamata,Gymnophthalmidae,3,0,106
Saara asmussi,Not Assessed,Squamata,Agamidae,11,0,0
Saara hardwickii,Not Assessed,Squamata,Agamidae,24,0,78766
Saara loricata,Least Concern,Squamata,Agamidae,15,0,0
Sacalia bealei,Endangered,Testudines,Geoemydidae,23,0,483
Sacalia quadriocellata,Endangered,Testudines,Geoemydidae,23,1,13800
Saiphos equalis,Least Concern,Squamata,Scincidae,15,0,13678
Salea anamallayana,Least Concern,Squamata,Agamidae,9,0,4491
Salea gularis,Not Assessed,Squamata,Agamidae,8,0,0
Salea horsfieldii,Least Concern,Squamata,Agamidae,9,0,3473
Salomonelaps par,Least Concern,Squamata,Elapidae,7,0,3404
Saltuarius cornutus,Least Concern,Squamata,Carphodactylidae,10,0,6631
Saltuarius eximius,Endangered,Squamata,Carphodactylidae,6,0,6009
Saltuarius kateae,Least Concern,Squamata,Carphodactylidae,6,0,1237
Saltuarius moritzi,Least Concern,Squamata,Carphodactylidae,6,0,1070
Saltuarius salebrosus,Least Concern,Squamata,Carphodactylidae,10,0,1435
Saltuarius swaini,Least Concern,Squamata,Carphodactylidae,12,0,3262
Saltuarius wyberba,Least Concern,Squamata,Carphodactylidae,8,0,1133
Salvadora bairdi,Least Concern,Squamata,Colubridae,4,0,0
Salvadora grahamiae,Least Concern,Squamata,Colubridae,8,0,0
Salvadora hexalepis,Least Concern,Squamata,Colubridae,7,1,14219
Salvadora intermedia,Least Concern,Squamata,Colubridae,4,0,0
Salvadora lemniscata,Least Concern,Squamata,Colubridae,4,0,0
Salvadora mexicana,Least Concern,Squamata,Colubridae,8,0,0
Salvator duseni,Not Assessed,Squamata,Teiidae,6,0,2546
Salvator merianae,Least Concern,Squamata,Teiidae,14,0,671879
Salvator rufescens,Not Assessed,Squamata,Teiidae,6,0,46965
Sanzinia madagascariensis,Least Concern,Squamata,Boidae,17,1,23710
Sanzinia volontany,Not Assessed,Squamata,Boidae,12,0,1515
Saphenophis antioquiensis,Data Deficient,Squamata,Colubridae,3,0,0
Saphenophis atahuallpae,Data Deficient,Squamata,Colubridae,3,0,0
Saphenophis boursieri,Near Threatened,Squamata,Colubridae,3,0,0
Saphenophis sneiderni,Endangered,Squamata,Colubridae,3,0,0
Saphenophis tristriatus,Data Deficient,Squamata,Colubridae,3,0,0
Saproscincus basiliscus,Least Concern,Squamata,Scincidae,9,2,169
Saproscincus challengeri,Least Concern,Squamata,Scincidae,10,0,208
Saproscincus czechurai,Least Concern,Squamata,Scincidae,8,0,113
Saproscincus eungellensis,Data Deficient,Squamata,Scincidae,4,0,69
Saproscincus hannahae,Least Concern,Squamata,Scincidae,8,0,151
Saproscincus lewisi,Least Concern,Squamata,Scincidae,10,0,140
Saproscincus mustelinus,Least Concern,Squamata,Scincidae,3,1,3756
Saproscincus oriarus,Least Concern,Squamata,Scincidae,3,0,0
Saproscincus rosei,Least Concern,Squamata,Scincidae,7,0,116
Saproscincus saltus,Vulnerable,Squamata,Scincidae,4,0,85
Saproscincus spectabilis,Least Concern,Squamata,Scincidae,7,0,1364
Saproscincus tetradactylus,Least Concern,Squamata,Scincidae,10,0,99
Sarada darwini,Not Assessed,Squamata,Agamidae,2,0,0
Sarada deccanensis,Not Assessed,Squamata,Agamidae,2,0,0
Sarada superba,Not Assessed,Squamata,Agamidae,2,0,4853
Saurodactylus brosseti,Least Concern,Squamata,Sphaerodactylidae,10,0,1058
Saurodactylus fasciatus,Vulnerable,Squamata,Sphaerodactylidae,65,0,437
Saurodactylus mauritanicus,Least Concern,Squamata,Sphaerodactylidae,66,0,1225
Sauromalus ater,Least Concern,Squamata,Iguanidae,2,2,37353
Sauromalus hispidus,Endangered,Squamata,Iguanidae,1,1,18814
Sauromalus klauberi,Vulnerable,Squamata,Iguanidae,2,0,6317
Sauromalus slevini,Near Threatened,Squamata,Iguanidae,2,0,7053
Sauromalus varius,Vulnerable,Squamata,Iguanidae,1,1,18261
Scaphiodontophis annulatus,Least Concern,Squamata,Colubridae,17,0,2126
Scaphiodontophis venustissimus,Least Concern,Squamata,Colubridae,17,0,1635
Scaphiophis albopunctatus,Not Assessed,Squamata,Colubridae,11,0,0
Scaphiophis raffreyi,Not Assessed,Squamata,Colubridae,10,0,0
Scelarcis perspicillata,Least Concern,Squamata,Lacertidae,26,0,4183
Sceloporus acanthinus,Least Concern,Squamata,Phrynosomatidae,5,0,1
Sceloporus adleri,Least Concern,Squamata,Phrynosomatidae,1,0,0
Sceloporus aeneus,Least Concern,Squamata,Phrynosomatidae,7,0,0
Sceloporus albiventris,Not Assessed,Squamata,Phrynosomatidae,4,0,0
Sceloporus anahuacus,Least Concern,Squamata,Phrynosomatidae,5,0,0
Sceloporus angustus,Least Concern,Squamata,Phrynosomatidae,9,0,3622
Sceloporus arenicolus,Vulnerable,Squamata,Phrynosomatidae,4,0,10665
Sceloporus asper,Least Concern,Squamata,Phrynosomatidae,5,0,0
Sceloporus aurantius,Not Assessed,Squamata,Phrynosomatidae,5,0,2001
Sceloporus aureolus,Not Assessed,Squamata,Phrynosomatidae,6,0,0
Sceloporus becki,Not Assessed,Squamata,Phrynosomatidae,5,0,0
Sceloporus bicanthalis,Least Concern,Squamata,Phrynosomatidae,7,0,3455
Sceloporus bimaculosus,Not Assessed,Squamata,Phrynosomatidae,5,0,1
Sceloporus bulleri,Least Concern,Squamata,Phrynosomatidae,7,0,0
Sceloporus caeruleus,Not Assessed,Squamata,Phrynosomatidae,5,0,0
Sceloporus carinatus,Least Concern,Squamata,Phrynosomatidae,17,0,0
Sceloporus cautus,Least Concern,Squamata,Phrynosomatidae,4,0,0
Sceloporus chaneyi,Endangered,Squamata,Phrynosomatidae,4,0,0
Sceloporus chrysostictus,Least Concern,Squamata,Phrynosomatidae,14,0,3374
Sceloporus clarkii,Least Concern,Squamata,Phrynosomatidae,18,0,0
Sceloporus consobrinus,Not Assessed,Squamata,Phrynosomatidae,3,0,1
Sceloporus couchii,Least Concern,Squamata,Phrynosomatidae,21,0,0
Sceloporus cowlesi,Not Assessed,Squamata,Phrynosomatidae,3,0,5076
Sceloporus cozumelae,Least Concern,Squamata,Phrynosomatidae,6,0,0
Sceloporus cryptus,Least Concern,Squamata,Phrynosomatidae,2,0,0
Sceloporus cupreus,Not Assessed,Squamata,Phrynosomatidae,5,0,0
Sceloporus cyanogenys,Not Assessed,Squamata,Phrynosomatidae,1,0,0
Sceloporus cyanostictus,Endangered,Squamata,Phrynosomatidae,5,0,0
Sceloporus druckercolini,Not Assessed,Squamata,Phrynosomatidae,5,0,1
Sceloporus dugesii,Least Concern,Squamata,Phrynosomatidae,10,0,1
Sceloporus edbelli,Not Assessed,Squamata,Phrynosomatidae,5,0,0
Sceloporus edwardtaylori,Least Concern,Squamata,Phrynosomatidae,6,0,0
Sceloporus exsul,Critically Endangered,Squamata,Phrynosomatidae,5,0,0
Sceloporus formosus,Least Concern,Squamata,Phrynosomatidae,5,0,0
Sceloporus gadoviae,Least Concern,Squamata,Phrynosomatidae,19,0,0
Sceloporus goldmani,Endangered,Squamata,Phrynosomatidae,1,0,0
Sceloporus graciosus,Least Concern,Squamata,Phrynosomatidae,7,1,73990
Sceloporus grammicus,Least Concern,Squamata,Phrynosomatidae,11,1,7384
Sceloporus grandaevus,Least Concern,Squamata,Phrynosomatidae,9,0,418
Sceloporus halli,Data Deficient,Squamata,Phrynosomatidae,5,0,0
Sceloporus heterolepis,Least Concern,Squamata,Phrynosomatidae,7,0,0
Sceloporus horridus,Least Concern,Squamata,Phrynosomatidae,4,0,0
Sceloporus hunsakeri,Least Concern,Squamata,Phrynosomatidae,10,1,0
Sceloporus insignis,Least Concern,Squamata,Phrynosomatidae,12,0,0
Sceloporus internasalis,Least Concern,Squamata,Phrynosomatidae,5,0,0
Sceloporus jalapae,Least Concern,Squamata,Phrynosomatidae,16,0,0
Sceloporus jarrovii,Least Concern,Squamata,Phrynosomatidae,10,0,4758
Sceloporus lemosespinali,Data Deficient,Squamata,Phrynosomatidae,5,0,0
Sceloporus licki,Least Concern,Squamata,Phrynosomatidae,8,1,0
Sceloporus lineatulus,Least Concern,Squamata,Phrynosomatidae,3,0,0
Sceloporus lunae,Least Concern,Squamata,Phrynosomatidae,6,0,0
Sceloporus lundelli,Least Concern,Squamata,Phrynosomatidae,8,0,0
Sceloporus macdougalli,Least Concern,Squamata,Phrynosomatidae,5,0,0
Sceloporus maculosus,Vulnerable,Squamata,Phrynosomatidae,18,0,0
Sceloporus magister,Least Concern,Squamata,Phrynosomatidae,14,2,62616
Sceloporus malachiticus,Least Concern,Squamata,Phrynosomatidae,7,0,32041
Sceloporus megalepidurus,Vulnerable,Squamata,Phrynosomatidae,14,0,0
Sceloporus melanorhinus,Least Concern,Squamata,Phrynosomatidae,16,0,0
Sceloporus merriami,Least Concern,Squamata,Phrynosomatidae,30,0,4451
Sceloporus minor,Least Concern,Squamata,Phrynosomatidae,4,0,0
Sceloporus mucronatus,Least Concern,Squamata,Phrynosomatidae,5,0,0
Sceloporus nelsoni,Least Concern,Squamata,Phrynosomatidae,21,0,0
Sceloporus oberon,Vulnerable,Squamata,Phrynosomatidae,5,0,0
Sceloporus occidentalis,Least Concern,Squamata,Phrynosomatidae,10,4,325843
Sceloporus ochoterenae,Least Concern,Squamata,Phrynosomatidae,16,0,0
Sceloporus olivaceus,Least Concern,Squamata,Phrynosomatidae,16,0,185685
Sceloporus omiltemanus,Not Assessed,Squamata,Phrynosomatidae,5,0,0
Sceloporus orcutti,Least Concern,Squamata,Phrynosomatidae,8,0,7224
Sceloporus ornatus,Near Threatened,Squamata,Phrynosomatidae,3,0,0
Sceloporus palaciosi,Least Concern,Squamata,Phrynosomatidae,7,0,0
Sceloporus parvus,Least Concern,Squamata,Phrynosomatidae,22,0,0
Sceloporus poinsettii,Least Concern,Squamata,Phrynosomatidae,8,0,13258
Sceloporus pyrocephalus,Least Concern,Squamata,Phrynosomatidae,29,0,0
Sceloporus salvini,Data Deficient,Squamata,Phrynosomatidae,5,0,0
Sceloporus samcolemani,Least Concern,Squamata,Phrynosomatidae,3,0,0
Sceloporus scalaris,Least Concern,Squamata,Phrynosomatidae,3,1,2380
Sceloporus serrifer,Least Concern,Squamata,Phrynosomatidae,2,0,8361
Sceloporus shannonorum,Not Assessed,Squamata,Phrynosomatidae,5,0,0
Sceloporus siniferus,Least Concern,Squamata,Phrynosomatidae,8,0,0
Sceloporus slevini,Least Concern,Squamata,Phrynosomatidae,3,0,1075
Sceloporus smaragdinus,Least Concern,Squamata,Phrynosomatidae,2,0,0
Sceloporus smithi,Least Concern,Squamata,Phrynosomatidae,6,0,0
Sceloporus spinosus,Least Concern,Squamata,Phrynosomatidae,4,0,0
Sceloporus squamosus,Least Concern,Squamata,Phrynosomatidae,8,0,0
Sceloporus stejnegeri,Least Concern,Squamata,Phrynosomatidae,1,0,0
Sceloporus subpictus,Data Deficient,Squamata,Phrynosomatidae,1,0,0
Sceloporus sugillatus,Least Concern,Squamata,Phrynosomatidae,5,0,0
Sceloporus taeniocnemis,Least Concern,Squamata,Phrynosomatidae,2,0,0
Sceloporus tanneri,Data Deficient,Squamata,Phrynosomatidae,5,0,0
Sceloporus teapensis,Least Concern,Squamata,Phrynosomatidae,9,0,0
Sceloporus torquatus,Least Concern,Squamata,Phrynosomatidae,7,1,0
Sceloporus tristichus,Not Assessed,Squamata,Phrynosomatidae,3,0,0
Sceloporus undulatus,Least Concern,Squamata,Phrynosomatidae,3,15,214660
Sceloporus uniformis,Not Assessed,Squamata,Phrynosomatidae,5,1,8012
Sceloporus utiformis,Least Concern,Squamata,Phrynosomatidae,25,0,0
Sceloporus variabilis,Least Concern,Squamata,Phrynosomatidae,8,0,7926
Sceloporus virgatus,Least Concern,Squamata,Phrynosomatidae,11,0,0
Sceloporus woodi,Near Threatened,Squamata,Phrynosomatidae,7,0,27654
Sceloporus zosteromus,Least Concern,Squamata,Phrynosomatidae,3,0,0
Scelotes anguineus,Least Concern,Squamata,Scincidae,14,0,0
Scelotes bidigittatus,Least Concern,Squamata,Scincidae,7,0,0
Scelotes bipes,Least Concern,Squamata,Scincidae,12,0,0
Scelotes bourquini,Vulnerable,Squamata,Scincidae,7,0,1495
Scelotes caffer,Least Concern,Squamata,Scincidae,16,0,0
Scelotes capensis,Least Concern,Squamata,Scincidae,7,0,0
Scelotes duttoni,Least Concern,Squamata,Scincidae,7,0,1
Scelotes fitzsimonsi,Least Concern,Squamata,Scincidae,7,0,0
Scelotes gronovii,Least Concern,Squamata,Scincidae,6,0,996
Scelotes inornatus,Critically Endangered,Squamata,Scincidae,7,0,0
Scelotes insularis,Least Concern,Squamata,Scincidae,7,0,0
Scelotes kasneri,Near Threatened,Squamata,Scincidae,8,0,2159
Scelotes limpopoensis,Not Assessed,Squamata,Scincidae,8,0,3312
Scelotes mirus,Least Concern,Squamata,Scincidae,13,0,0
Scelotes montispectus,Near Threatened,Squamata,Scincidae,8,0,0
Scelotes mossambicus,Least Concern,Squamata,Scincidae,7,0,0
Scelotes poensis,Not Assessed,Squamata,Scincidae,7,0,0
Scelotes sexlineatus,Least Concern,Squamata,Scincidae,6,0,0
Scelotes uluguruensis,Not Assessed,Squamata,Scincidae,6,0,0
Scelotes vestigifer,Least Concern,Squamata,Scincidae,7,0,0
Scincella apraefrontalis,Data Deficient,Squamata,Scincidae,6,0,68
Scincella assata,Least Concern,Squamata,Scincidae,9,0,83
Scincella barbouri,Least Concern,Squamata,Scincidae,6,0,53
Scincella boettgeri,Least Concern,Squamata,Scincidae,6,0,55
Scincella capitanea,Not Assessed,Squamata,Scincidae,6,0,76
Scincella caudaequinae,Not Assessed,Squamata,Scincidae,6,0,104
Scincella cherriei,Least Concern,Squamata,Scincidae,9,0,67
Scincella darevskii,Data Deficient,Squamata,Scincidae,7,0,110
Scincella devorator,Data Deficient,Squamata,Scincidae,6,0,43
Scincella doriae,Least Concern,Squamata,Scincidae,5,0,61
Scincella forbesorum,Not Assessed,Squamata,Scincidae,5,0,0
Scincella formosensis,Least Concern,Squamata,Scincidae,7,0,121
Scincella gemmingeri,Least Concern,Squamata,Scincidae,12,0,1737
Scincella huanrenensis,Critically Endangered,Squamata,Scincidae,7,0,90
Scincella incerta,Least Concern,Squamata,Scincidae,7,0,43
Scincella kikaapoa,Not Assessed,Squamata,Scincidae,6,0,45
Scincella lateralis,Least Concern,Squamata,Scincidae,10,8,52712
Scincella macrotis,Not Assessed,Squamata,Scincidae,5,0,1695
Scincella melanosticta,Least Concern,Squamata,Scincidae,7,0,2008
Scincella modesta,Not Assessed,Squamata,Scincidae,12,0,77
Scincella monticola,Least Concern,Squamata,Scincidae,7,0,41
Scincella ochracea,Least Concern,Squamata,Scincidae,6,0,64
Scincella potanini,Least Concern,Squamata,Scincidae,13,0,64
Scincella przewalskii,Data Deficient,Squamata,Scincidae,7,0,44
Scincella punctatolineata,Least Concern,Squamata,Scincidae,7,0,49
Scincella rara,Data Deficient,Squamata,Scincidae,7,0,1115
Scincella reevesii,Not Assessed,Squamata,Scincidae,12,0,3827
Scincella rufocaudata,Not Assessed,Squamata,Scincidae,9,0,40
Scincella rupicola,Least Concern,Squamata,Scincidae,11,0,54
Scincella schmidti,Data Deficient,Squamata,Scincidae,6,0,43
Scincella silvicola,Least Concern,Squamata,Scincidae,7,0,1368
Scincella tsinlingensis,Least Concern,Squamata,Scincidae,13,0,59
Scincella vandenburghi,Least Concern,Squamata,Scincidae,7,0,4389
Scincella victoriana,Least Concern,Squamata,Scincidae,7,0,26
Scincopus fasciatus,Data Deficient,Squamata,Scincidae,18,0,6259
Scincus albifasciatus,Least Concern,Squamata,Scincidae,9,0,0
Scincus hemprichii,Least Concern,Squamata,Scincidae,6,0,0
Scincus mitranus,Least Concern,Squamata,Scincidae,8,0,4978
Scincus scincus,Not Assessed,Squamata,Scincidae,7,0,86998
Scolecophis atrocinctus,Least Concern,Squamata,Colubridae,14,0,5356
Scolecoseps acontias,Data Deficient,Squamata,Scincidae,7,0,0
Scolecoseps boulengeri,Data Deficient,Squamata,Scincidae,7,0,0
Scolecoseps broadleyi,Near Threatened,Squamata,Scincidae,6,0,0
Scolecoseps litipoensis,Data Deficient,Squamata,Scincidae,7,0,0
Scriptosaura catimbau,Least Concern,Squamata,Gymnophthalmidae,12,0,459
Senticolis triaspis,Least Concern,Squamata,Colubridae,12,0,7765
Sepsina alberti,Least Concern,Squamata,Scincidae,10,0,0
Sepsina angolensis,Least Concern,Squamata,Scincidae,8,0,0
Sepsina bayoni,Least Concern,Squamata,Scincidae,9,0,0
Sepsina copei,Least Concern,Squamata,Scincidae,9,0,0
Sepsina tetradactyla,Not Assessed,Squamata,Scincidae,9,0,0
Sepsophis punctatus,Not Assessed,Squamata,Scincidae,17,0,451
Shinisaurus crocodilurus,Endangered,Squamata,Shinisauridae,111,0,62726
Siagonodon acutirostris,Least Concern,Squamata,Leptotyphlopidae,10,0,0
Siagonodon borrichianus,Least Concern,Squamata,Leptotyphlopidae,10,0,437
Siagonodon cupinensis,Least Concern,Squamata,Leptotyphlopidae,9,0,184
Siagonodon septemstriatus,Least Concern,Squamata,Leptotyphlopidae,8,0,295
Sibon annulatus,Least Concern,Squamata,Colubridae,3,0,0
Sibon anthracops,Least Concern,Squamata,Colubridae,3,0,0
Sibon argus,Least Concern,Squamata,Colubridae,3,0,0
Sibon carri,Not Assessed,Squamata,Colubridae,3,0,0
Sibon dimidiatus,Least Concern,Squamata,Colubridae,2,0,1904
Sibon dunni,Data Deficient,Squamata,Colubridae,3,0,0
Sibon lamari,Endangered,Squamata,Colubridae,2,0,0
Sibon linearis,Data Deficient,Squamata,Colubridae,2,0,0
Sibon longifrenis,Least Concern,Squamata,Colubridae,3,0,4241
Sibon manzanaresi,Near Threatened,Squamata,Colubridae,2,0,0
Sibon merendonensis,Critically Endangered,Squamata,Colubridae,2,0,2350
Sibon miskitus,Near Threatened,Squamata,Colubridae,3,0,0
Sibon nebulatus,Least Concern,Squamata,Colubridae,3,0,10757
Sibon noalamina,Not Assessed,Squamata,Colubridae,3,0,4415
Sibon perissostichon,Data Deficient,Squamata,Colubridae,2,0,0
Sibon sanniolus,Least Concern,Squamata,Colubridae,2,0,0
Sibynophis bistrigatus,Data Deficient,Squamata,Colubridae,10,0,2327
Sibynophis bivittatus,Least Concern,Squamata,Colubridae,11,0,0
Sibynophis chinensis,Least Concern,Squamata,Colubridae,4,0,0
Sibynophis collaris,Least Concern,Squamata,Colubridae,4,0,9662
Sibynophis geminatus,Least Concern,Squamata,Colubridae,10,0,0
Sibynophis melanocephalus,Least Concern,Squamata,Colubridae,11,0,0
Sibynophis sagittarius,Not Assessed,Squamata,Colubridae,10,0,4793
Sibynophis subpunctatus,Not Assessed,Squamata,Colubridae,10,0,14874
Sibynophis triangularis,Near Threatened,Squamata,Colubridae,11,0,0
Siebenrockiella crassicollis,Vulnerable,Testudines,Geoemydidae,36,0,40707
Siebenrockiella leytensis,Critically Endangered,Testudines,Geoemydidae,25,0,106237
Sigaloseps balios,Not Assessed,Squamata,Scincidae,2,0,149
Sigaloseps conditus,Not Assessed,Squamata,Scincidae,2,0,60
Sigaloseps deplanchei,Near Threatened,Squamata,Scincidae,4,0,105
Sigaloseps ferrugicauda,Not Assessed,Squamata,Scincidae,2,0,71
Sigaloseps pisinnus,Not Assessed,Squamata,Scincidae,2,0,97
Sigaloseps ruficauda,Vulnerable,Squamata,Scincidae,4,0,66
Silvascincus murrayi,Not Assessed,Squamata,Scincidae,13,1,86
Silvascincus tryoni,Not Assessed,Squamata,Scincidae,13,0,126
Simalia amethistina,Not Assessed,Squamata,Pythonidae,4,1,135602
Simalia boeleni,Data Deficient,Squamata,Pythonidae,7,0,20600
Simalia clastolepis,Not Assessed,Squamata,Pythonidae,1,0,2813
Simalia kinghorni,Not Assessed,Squamata,Pythonidae,1,0,13420
Simalia nauta,Not Assessed,Squamata,Pythonidae,1,0,2273
Simalia oenpelliensis,Vulnerable,Squamata,Pythonidae,9,1,29161
Simalia tracyae,Not Assessed,Squamata,Pythonidae,3,0,3646
Simiscincus aurantiacus,Vulnerable,Squamata,Scincidae,11,0,0
Simophis rhinostoma,Least Concern,Squamata,Colubridae,6,0,1794
Simoselaps anomalus,Least Concern,Squamata,Elapidae,3,0,0
Simoselaps bertholdi,Least Concern,Squamata,Elapidae,8,0,0
Simoselaps bimaculatus,Least Concern,Squamata,Elapidae,16,0,0
Simoselaps littoralis,Least Concern,Squamata,Elapidae,10,0,0
Simoselaps minimus,Least Concern,Squamata,Elapidae,3,0,0
Sinomicrurus hatori,Not Assessed,Squamata,Elapidae,5,0,4836
Sinomicrurus japonicus,Near Threatened,Squamata,Elapidae,11,0,0
Sinomicrurus kelloggi,Least Concern,Squamata,Elapidae,10,0,2009
Sinomicrurus macclellandi,Not Assessed,Squamata,Elapidae,10,0,13553
Sinomicrurus sauteri,Least Concern,Squamata,Elapidae,5,0,4836
Sinonatrix aequifasciata,Least Concern,Squamata,Colubridae,11,0,192
Sinonatrix annularis,Not Assessed,Squamata,Colubridae,10,0,394
Sinonatrix percarinatus,Not Assessed,Squamata,Colubridae,11,0,954
Sinonatrix yunnanensis,Least Concern,Squamata,Colubridae,11,0,188
Siphlophis ayauma,Not Assessed,Squamata,Colubridae,3,0,0
Siphlophis cervinus,Least Concern,Squamata,Colubridae,5,0,5027
Siphlophis compressus,Least Concern,Squamata,Colubridae,5,0,3788
Siphlophis leucocephalus,Least Concern,Squamata,Colubridae,3,0,1228
Siphlophis longicaudatus,Least Concern,Squamata,Colubridae,0,0,0
Siphlophis pulcher,Least Concern,Squamata,Colubridae,0,0,0
Siphlophis worontzowi,Least Concern,Squamata,Colubridae,3,0,0
Sistrurus catenatus,Least Concern,Squamata,Viperidae,11,7,484637
Sistrurus miliarius,Least Concern,Squamata,Viperidae,11,1,306988
Sitana devakai,Not Assessed,Squamata,Agamidae,2,0,2138
Sitana fusca,Not Assessed,Squamata,Agamidae,3,0,2514
Sitana gokakensis,Not Assessed,Squamata,Agamidae,3,0,0
Sitana kalesari,Not Assessed,Squamata,Agamidae,3,0,0
Sitana laticeps,Not Assessed,Squamata,Agamidae,3,0,0
Sitana marudhamneydhal,Not Assessed,Squamata,Agamidae,3,0,0
Sitana ponticeriana,Least Concern,Squamata,Agamidae,4,0,60486
Sitana schleichi,Not Assessed,Squamata,Agamidae,4,0,1603
Sitana sivalensis,Not Assessed,Squamata,Agamidae,3,0,1988
Sitana spinaecephalus,Not Assessed,Squamata,Agamidae,2,0,0
Sitana thondalu,Not Assessed,Squamata,Agamidae,3,0,0
Sitana visiri,Not Assessed,Squamata,Agamidae,3,0,0
Smaug barbertonensis,Least Concern,Squamata,Cordylidae,6,0,0
Smaug breyeri,Least Concern,Squamata,Cordylidae,6,0,111
Smaug depressus,Least Concern,Squamata,Cordylidae,6,0,4111
Smaug giganteus,Vulnerable,Squamata,Cordylidae,38,0,157881
Smaug mossambicus,Least Concern,Squamata,Cordylidae,4,0,0
Smaug regius,Least Concern,Squamata,Cordylidae,9,0,0
Smaug vandami,Least Concern,Squamata,Cordylidae,5,0,1517
Smaug warreni,Least Concern,Squamata,Cordylidae,5,0,0
Smithophis atemporalis,Not Assessed,Squamata,Colubridae,1,0,0
Smithophis bicolor,Not Assessed,Squamata,Colubridae,1,0,1322
Sonora aemula,Near Threatened,Squamata,Colubridae,7,0,0
Sonora annulatus,Not Assessed,Squamata,Colubridae,2,0,0
Sonora michoacanensis,Least Concern,Squamata,Colubridae,6,0,0
Sonora mutabilis,Least Concern,Squamata,Colubridae,6,0,0
Sonora occipitalis,Not Assessed,Squamata,Colubridae,3,1,11291
Sonora palarostris,Not Assessed,Squamata,Colubridae,3,0,2040
Sonora savagei,Not Assessed,Squamata,Colubridae,3,0,0
Sonora semiannulata,Least Concern,Squamata,Colubridae,7,0,62156
Sonora straminea,Not Assessed,Squamata,Colubridae,3,0,0
Sordellina punctata,Least Concern,Squamata,Colubridae,12,0,411
Spalerosophis arenarius,Not Assessed,Squamata,Colubridae,5,0,3799
Spalerosophis atriceps,Not Assessed,Squamata,Colubridae,4,0,2521
Spalerosophis diadema,Not Assessed,Squamata,Colubridae,7,0,23141
Spalerosophis dolichospilus,Data Deficient,Squamata,Colubridae,4,0,2719
Spalerosophis josephscorteccii,Not Assessed,Squamata,Colubridae,5,0,0
Spalerosophis microlepis,Least Concern,Squamata,Colubridae,6,0,0
Sphaerodactylus alphus,Not Assessed,Squamata,Sphaerodactylidae,4,0,500
Sphaerodactylus altavelensis,Least Concern,Squamata,Sphaerodactylidae,10,0,545
Sphaerodactylus argivus,Least Concern,Squamata,Sphaerodactylidae,9,0,417
Sphaerodactylus argus,Least Concern,Squamata,Sphaerodactylidae,15,1,4140
Sphaerodactylus ariasae,Least Concern,Squamata,Sphaerodactylidae,9,0,56075
Sphaerodactylus armasi,Endangered,Squamata,Sphaerodactylidae,9,0,527
Sphaerodactylus armstrongi,Least Concern,Squamata,Sphaerodactylidae,12,0,507
Sphaerodactylus asterulus,Endangered,Squamata,Sphaerodactylidae,9,0,368
Sphaerodactylus beattyi,Endangered,Squamata,Sphaerodactylidae,9,0,498
Sphaerodactylus becki,Least Concern,Squamata,Sphaerodactylidae,8,0,245
Sphaerodactylus bromeliarum,Data Deficient,Squamata,Sphaerodactylidae,9,0,320
